0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.311965812,0.283037475,0.246548323,0.232741617,0.213675214,0.218934911,0.196581197,0.191321499,0.178829717,0.173898751,0.161406969,0.151545036,0.14365549,0.13477975,0.136094675,0.132478632,0.131492439,0.137080868,0.126561473,0.125575279,0.124589086,0.134451019,0.150558843,0.178172255,0.217948718,0.290927022,0.335634451,0.398750822,0.470414201,0.574293228,0.64365549,0.679487179,0.675542406,0.681130835,0.694280079,0.691321499,0.696252465,0.712031558,0.719263642,0.720578567,0.726824458,0.725180802,0.730111769,0.738330046,0.735042735,0.738001315,0.723208416,0.725180802,0.727153189,0.741288626,0.739316239,0.728468113,0.722879684,0.704470743,0.691321499,0.685075608,0.689677844,0.708415516,0.701512163,0.690664037,0.686719264,0.688362919,0.695266272,0.702498356,0.731426693,0.752136752,0.790598291,0.813609467,0.832675871,0.869493754,0.910913872,0.971400394,1,0.989480605,0.980933596,0.956936226,0.932938856,0.905654175,0.890203813,0.86817883,0.826758711,0.791255753,0.761341223,0.732084155,0.716633794,0.664036818,0.619329389,0.570677186,0.531886917,0.489151874,0.436226167,0.397107166,0.370479947,0.361932939,0.346153846,0.310322156
0.275147929,0.255752794,0.236686391,0.226166995,0.206114398,0.200197239,0.18573307,0.166337936,0.150558843,0.138724523,0.129520053,0.113083498,0.108809993,0.108152531,0.102564103,0.103221565,0.100262985,0.097633136,0.102235371,0.103221565,0.108481262,0.128533859,0.138067061,0.160749507,0.196909928,0.268244576,0.311965812,0.375739645,0.469428008,0.569033531,0.628533859,0.671597633,0.683431953,0.69165023,0.674227482,0.677514793,0.690664037,0.706114398,0.708086785,0.713675214,0.717291256,0.712360289,0.716305062,0.707429323,0.711374096,0.710387903,0.721236029,0.71268902,0.721893491,0.729783037,0.728468113,0.722879684,0.711374096,0.69756739,0.672583826,0.670282709,0.663379356,0.662393162,0.66469428,0.666337936,0.672255095,0.67357002,0.696581197,0.707758054,0.714990138,0.73339908,0.764299803,0.791255753,0.817554241,0.842209073,0.875082183,0.915516108,0.942143327,0.939842209,0.938527285,0.931623932,0.906969099,0.881985536,0.867521368,0.845825115,0.823142669,0.789940828,0.769230769,0.736686391,0.710716634,0.665023011,0.619329389,0.576923077,0.536489152,0.49408284,0.437541091,0.41321499,0.376725838,0.365548981,0.338921762,0.305062459
0.272846811,0.260683761,0.235371466,0.214990138,0.189677844,0.189677844,0.180144642,0.166995398,0.157133465,0.145956607,0.129520053,0.119000657,0.122945431,0.11669954,0.109796187,0.105851414,0.108809993,0.108809993,0.100262985,0.099605523,0.106180145,0.126561473,0.139381986,0.166337936,0.198882314,0.266272189,0.304404997,0.365548981,0.435568705,0.542406312,0.599276792,0.62886259,0.644312952,0.662393162,0.655489809,0.647271532,0.658119658,0.674884944,0.689020381,0.688034188,0.689349112,0.675213675,0.686061801,0.687047995,0.689349112,0.680473373,0.683103222,0.668310322,0.665023011,0.660749507,0.660420776,0.657790927,0.646285339,0.628533859,0.611439842,0.615713346,0.608809993,0.624260355,0.620315582,0.61669954,0.621959237,0.641354372,0.634122288,0.64365549,0.655161078,0.677843524,0.698882314,0.724852071,0.759368836,0.787968442,0.821499014,0.873109796,0.924391847,0.929980276,0.926692965,0.913872452,0.899408284,0.879026956,0.855358317,0.829059829,0.807363577,0.791584484,0.759040105,0.728139382,0.705456936,0.654174885,0.612754767,0.582511506,0.551282051,0.518737673,0.476988823,0.447074293,0.423734385,0.408612755,0.375739645,0.342866535
0.304733728,0.287639711,0.260026298,0.238330046,0.218934911,0.203155819,0.186719264,0.170940171,0.156804734,0.149901381,0.140368179,0.129520053,0.124917817,0.114727153,0.116042078,0.114727153,0.11965812,0.121301775,0.118014464,0.1226167,0.129848784,0.143984221,0.15581854,0.175213675,0.214003945,0.282051282,0.318869165,0.374095989,0.449704142,0.558185404,0.588428665,0.621301775,0.639053254,0.653188692,0.650887574,0.647271532,0.657462196,0.675542406,0.678172255,0.680802104,0.667324129,0.644312952,0.647928994,0.652531229,0.652202498,0.662064431,0.649901381,0.642669297,0.645956607,0.652531229,0.665351742,0.66469428,0.650887574,0.63773833,0.616370809,0.623274162,0.623274162,0.628533859,0.624917817,0.629848784,0.633464826,0.644641683,0.644641683,0.651545036,0.652202498,0.671926364,0.69460881,0.720578567,0.743261012,0.763642341,0.801775148,0.834648258,0.863247863,0.865877712,0.863905325,0.844838922,0.826101249,0.795857988,0.77843524,0.743261012,0.717291256,0.696252465,0.67357002,0.647928994,0.619986851,0.572649573,0.560486522,0.525969757,0.486193294,0.452333991,0.416502301,0.390203813,0.374095989,0.373767258,0.347797502,0.311965812
0.285996055,0.260683761,0.232412886,0.199539776,0.183431953,0.179487179,0.159763314,0.141354372,0.11078238,0.101249178,0.083168968,0.064760026,0.05687048,0.056541749,0.052925707,0.055555556,0.050624589,0.046022354,0.048323471,0.044049967,0.0539119,0.056541749,0.048980934,0.057527942,0.075936884,0.112097304,0.126561473,0.152202498,0.177186062,0.20644313,0.222550953,0.238001315,0.265285996,0.301117686,0.339250493,0.371794872,0.416502301,0.45200526,0.47896121,0.495726496,0.497698882,0.507889546,0.506903353,0.508547009,0.510519395,0.525312295,0.526627219,0.533201841,0.533201841,0.528270874,0.539776463,0.54799474,0.541091387,0.534516765,0.519066404,0.515450362,0.509861933,0.510190664,0.493425378,0.479289941,0.479947403,0.489151874,0.482577252,0.494411571,0.510848126,0.524654832,0.530243261,0.566403682,0.603221565,0.633793557,0.684089415,0.741617357,0.763971072,0.767258383,0.757067719,0.740302433,0.713017751,0.68869165,0.666666667,0.642669297,0.613083498,0.582511506,0.55095332,0.522682446,0.501643655,0.464825773,0.445101907,0.411242604,0.378698225,0.34418146,0.320512821,0.292899408,0.288297173,0.296844181,0.275147929,0.250821828
0.228468113,0.216633794,0.187705457,0.166337936,0.150887574,0.138067061,0.113412229,0.097961867,0.082840237,0.067061144,0.063116371,0.04799474,0.031229454,0.027613412,0.02399737,0.007889546,0.004930966,0.006245891,0.000328731,0.000657462,0.001972387,0,0.002301118,0.002629849,0.012491782,0.034845496,0.040762656,0.049638396,0.067718606,0.086456279,0.106180145,0.105522682,0.114398422,0.13773833,0.167981591,0.198882314,0.235371466,0.28139382,0.312623274,0.331360947,0.344510191,0.370151216,0.396778435,0.403681788,0.39513478,0.41025641,0.41617357,0.426692965,0.430966469,0.431295201,0.458251151,0.450361604,0.450690335,0.450361604,0.438198554,0.426692965,0.41025641,0.395463511,0.38034188,0.369493754,0.370808679,0.366206443,0.367521368,0.37113741,0.393491124,0.403681788,0.43425378,0.462195924,0.495069034,0.521367521,0.558514135,0.590729783,0.644970414,0.676857331,0.672912558,0.664036818,0.647928994,0.630834977,0.605851414,0.577580539,0.563773833,0.538132807,0.520381328,0.496712689,0.477646285,0.469099277,0.439513478,0.402695595,0.372123603,0.334976989,0.302761341,0.277777778,0.257067719,0.254109139,0.230769231,0.206771861
0.193622617,0.170282709,0.14661407,0.133464826,0.116042078,0.125575279,0.104536489,0.101577909,0.09566075,0.084483892,0.086456279,0.072649573,0.066732413,0.054898093,0.043721236,0.044049967,0.048652202,0.049309665,0.054898093,0.054898093,0.061143984,0.076265615,0.096646943,0.116042078,0.157462196,0.225180802,0.26660092,0.316239316,0.380013149,0.442143327,0.46416831,0.52103879,0.540762656,0.590729783,0.609138725,0.630834977,0.659434583,0.673898751,0.666009204,0.673241289,0.679158448,0.679487179,0.681130835,0.671926364,0.681130835,0.695923734,0.688034188,0.687705457,0.68277449,0.698553583,0.702169625,0.699868508,0.69460881,0.683103222,0.661078238,0.66469428,0.663379356,0.668639053,0.655161078,0.649901381,0.646942801,0.653517423,0.651216305,0.667324129,0.66765286,0.69460881,0.711702827,0.734714004,0.752465483,0.782051282,0.814924392,0.843852728,0.896449704,0.921761999,0.927350427,0.916502301,0.894148586,0.862590401,0.836291913,0.798159106,0.750493097,0.724194609,0.721893491,0.687047995,0.654174885,0.606837607,0.575279421,0.548323471,0.511176857,0.469428008,0.429651545,0.379026956,0.363576594,0.36226167,0.330703485,0.298816568
0.254109139,0.233727811,0.214332676,0.190992768,0.170282709,0.171926364,0.15581854,0.142998028,0.124260355,0.120315582,0.112426036,0.1078238,0.098619329,0.100591716,0.09894806,0.095989481,0.09566075,0.098290598,0.097961867,0.100591716,0.110453649,0.127218935,0.138395792,0.157133465,0.190335306,0.248849441,0.289612097,0.339579224,0.394148586,0.478632479,0.511505588,0.55095332,0.579881657,0.614398422,0.62886259,0.654503616,0.678172255,0.698224852,0.707758054,0.720907298,0.717948718,0.719263642,0.726824458,0.73339908,0.731755424,0.737015122,0.741288626,0.747205786,0.757067719,0.767258383,0.77843524,0.771860618,0.772846811,0.771531887,0.758382643,0.755095332,0.751150559,0.756410256,0.76035503,0.758382643,0.757067719,0.773504274,0.777777778,0.786324786,0.806377383,0.815253123,0.833990796,0.866206443,0.886916502,0.916502301,0.943458251,0.974030243,0.99408284,0.987836949,0.974687705,0.960552268,0.934582512,0.919460881,0.894148586,0.864562788,0.824128863,0.795529257,0.768573307,0.725180802,0.7156476,0.671597633,0.641025641,0.598619329,0.568047337,0.514792899,0.474687705,0.438198554,0.412557528,0.403024326,0.364234057,0.332018409
0.302103879,0.285009862,0.261998685,0.237672584,0.2156476,0.209401709,0.186061801,0.175871137,0.150887574,0.141683103,0.130834977,0.122287968,0.115055884,0.111111111,0.105851414,0.104207758,0.102235371,0.101577909,0.094674556,0.095989481,0.107495069,0.122287968,0.134122288,0.155161078,0.193622617,0.255424063,0.294871795,0.352728468,0.413872452,0.487508218,0.523668639,0.566732413,0.594345825,0.620644313,0.638724523,0.660092045,0.682445759,0.699211045,0.711045365,0.719263642,0.719263642,0.720578567,0.709072978,0.714003945,0.712360289,0.711702827,0.705785667,0.705785667,0.699211045,0.714990138,0.712360289,0.70348455,0.700854701,0.690664037,0.663708087,0.660420776,0.662393162,0.665351742,0.659763314,0.642340565,0.662721893,0.665351742,0.672583826,0.671597633,0.685404339,0.700197239,0.719263642,0.74260355,0.762327416,0.779750164,0.818869165,0.848126233,0.900723208,0.915187377,0.915516108,0.902366864,0.875082183,0.861604208,0.840236686,0.809007232,0.79355687,0.769888231,0.746219592,0.714990138,0.69165023,0.652202498,0.624589086,0.598619329,0.562130178,0.512163051,0.466140697,0.428336621,0.414201183,0.408941486,0.376397107,0.34122288
0.304404997,0.279092702,0.253780408,0.229125575,0.208744247,0.196909928,0.179158448,0.168310322,0.161078238,0.150887574,0.135108481,0.127547666,0.110453649,0.106180145,0.110124918,0.103221565,0.099276792,0.107166338,0.099605523,0.098290598,0.105522682,0.121630506,0.126561473,0.14365549,0.180473373,0.23339908,0.272846811,0.321827745,0.386587771,0.462524655,0.493425378,0.537804076,0.566732413,0.601249178,0.622287968,0.641025641,0.657133465,0.679487179,0.693293886,0.696252465,0.691978961,0.673241289,0.674227482,0.668639053,0.676199869,0.679158448,0.667981591,0.6765286,0.676857331,0.688034188,0.671926364,0.671268902,0.661078238,0.654832347,0.637409599,0.632478632,0.627218935,0.628205128,0.625575279,0.623931624,0.625575279,0.61965812,0.623931624,0.632478632,0.646942801,0.668310322,0.690006575,0.714661407,0.735371466,0.770216963,0.805719921,0.840565417,0.882642998,0.896778435,0.903024326,0.901380671,0.880999343,0.854700855,0.830703485,0.807692308,0.785996055,0.754109139,0.735700197,0.714661407,0.690006575,0.655489809,0.609467456,0.557527942,0.521367521,0.486193294,0.441157133,0.408284024,0.392833662,0.383957922,0.348454964,0.309007232
